timestamp,value,sensor_type
2025-09-03 04:22:53.163871000,2.0748040190019594,displacement
2025-09-03 05:23:14.720757227,1.9001861759537955,displacement
2025-09-03 06:23:36.277643455,1.9944103413008714,displacement
2025-09-03 07:23:57.834529682,2.110469973710293,displacement
2025-09-03 08:24:19.391415910,1.769068908306043,displacement
2025-09-03 09:24:40.948302137,1.8150208986423382,displacement
2025-09-03 10:25:02.505188365,2.210597816777418,displacement
2025-09-03 11:25:24.062074592,2.129368012596341,displacement
2025-09-03 12:25:45.618960820,1.8750931429815156,displacement
2025-09-03 13:26:07.175847047,2.2087377687188545,displacement
2025-09-03 14:26:28.732733275,1.9621189581172802,displacement
2025-09-03 15:26:50.289619502,2.211282917132603,displacement
2025-09-03 16:27:11.846505730,2.391205738166,displacement
2025-09-03 17:27:33.403391958,1.8502288192271286,displacement
2025-09-03 18:27:54.960278185,1.7583305249465693,displacement
2025-09-03 19:28:16.517164413,2.019994752832412,displacement
2025-09-03 20:28:38.074050640,1.8932122928987618,displacement
2025-09-03 21:28:59.630936868,2.2215629970189417,displacement
2025-09-03 22:29:21.187823095,2.0225085412961676,displacement
2025-09-03 23:29:42.744709323,1.9192170227097267,displacement
2025-09-04 00:30:04.301595550,2.4215124535293584,displacement
2025-09-04 01:30:25.858481778,1.9489812816097245,displacement
2025-09-04 02:30:47.415368005,1.9849986200887328,displacement
2025-09-04 03:31:08.972254233,1.7975473093963332,displacement
2025-09-04 04:31:30.529140461,2.0221046686233892,displacement
2025-09-04 05:31:52.086026688,2.055612072974384,displacement
2025-09-04 06:32:13.642912916,1.8457470773502829,displacement
2025-09-04 07:32:35.199799143,2.2113520838410303,displacement
2025-09-04 08:32:56.756685371,1.9445559210556191,displacement
2025-09-04 09:33:18.313571598,2.032611961411749,displacement
2025-09-04 10:33:39.870457826,1.9806803518601084,displacement
2025-09-04 11:34:01.427344053,2.3545525334519977,displacement
2025-09-04 12:34:22.984230281,2.0079017200257003,displacement
2025-09-04 13:34:44.541116508,1.8398960486423495,displacement
2025-09-04 14:35:06.098002736,2.3041261368269286,displacement
2025-09-04 15:35:27.654888964,1.9772281851509756,displacement
2025-09-04 16:35:49.211775191,2.0999708971348077,displacement
2025-09-04 17:36:10.768661419,1.5469816729087105,displacement
2025-09-04 18:36:32.325547646,1.7009771367856894,displacement
2025-09-04 19:36:53.882433874,2.036898579895172,displacement
2025-09-04 20:37:15.439320101,2.1810071344556414,displacement
2025-09-04 21:37:36.996206329,2.442975426889924,displacement
2025-09-04 22:37:58.553092556,2.4392887126330853,displacement
2025-09-04 23:38:20.109978784,2.519126646621449,displacement
2025-09-05 00:38:41.666865011,2.3889283608852434,displacement
2025-09-05 01:39:03.223751239,2.6215203253057595,displacement
2025-09-05 02:39:24.780637467,2.662301097263958,displacement
2025-09-05 03:39:46.337523694,3.065555096589181,displacement
2025-09-05 04:40:07.894409922,2.871071764263012,displacement
2025-09-05 05:40:29.451296149,2.4514900148183867,displacement
2025-09-05 06:40:51.008182377,2.8439789294515836,displacement
2025-09-05 07:41:12.565068604,3.552907158632294,displacement
2025-09-05 08:41:34.121954832,2.918798593638763,displacement
2025-09-05 09:41:55.678841059,2.9990661998207044,displacement
2025-09-05 10:42:17.235727287,3.1541846135618883,displacement
2025-09-05 11:42:38.792613514,2.9687190546759883,displacement
2025-09-05 12:43:00.349499742,2.5565317978928066,displacement
2025-09-05 13:43:21.906385970,2.754570964576231,displacement
2025-09-05 14:43:43.463272197,2.867359178572464,displacement
2025-09-05 15:44:05.020158425,2.863240894706078,displacement
2025-09-05 16:44:26.577044652,2.4737464314113677,displacement
2025-09-05 17:44:48.133930880,2.5733343660647487,displacement
2025-09-05 18:45:09.690817107,2.2907984153690637,displacement
2025-09-05 19:45:31.247703335,2.272462011661514,displacement
2025-09-05 20:45:52.804589562,2.6615271205162987,displacement
2025-09-05 21:46:14.361475790,2.693725618415939,displacement
2025-09-05 22:46:35.918362017,2.6176226994761773,displacement
2025-09-05 23:46:57.475248245,2.8980471421592817,displacement
2025-09-06 00:47:19.032134473,2.575618544799612,displacement
2025-09-06 01:47:40.589020700,2.407240283528378,displacement
2025-09-06 02:48:02.145906928,2.561473783367135,displacement
2025-09-06 03:48:23.702793155,2.9045268359416694,displacement
2025-09-06 04:48:45.259679383,2.534714901035692,displacement
2025-09-06 05:49:06.816565610,2.8675175146441547,displacement
2025-09-06 06:49:28.373451838,2.103529036053531,displacement
2025-09-06 07:49:49.930338065,2.8973916571616307,displacement
2025-09-06 08:50:11.487224293,1.7737056387446324,displacement
2025-09-06 09:50:33.044110520,2.542038825571359,displacement
2025-09-06 10:50:54.600996748,2.5742904316693207,displacement
2025-09-06 11:51:16.157882976,2.087853686473907,displacement
2025-09-06 12:51:37.714769203,2.606145006554893,displacement
2025-09-06 13:51:59.271655431,2.7442543177574077,displacement
2025-09-06 14:52:20.828541658,2.8197498197253585,displacement
2025-09-06 15:52:42.385427886,2.48631812137255,displacement
2025-09-06 16:53:03.942314113,2.612737599925837,displacement
2025-09-06 17:53:25.499200341,2.7495799736186135,displacement
2025-09-06 18:53:47.056086568,2.8550897688252816,displacement
2025-09-06 19:54:08.612972796,2.6667637626856795,displacement
2025-09-06 20:54:30.169859023,2.604006863155565,displacement
2025-09-06 21:54:51.726745251,2.7300119346699656,displacement
2025-09-06 22:55:13.283631479,2.6859180170207617,displacement
2025-09-06 23:55:34.840517706,2.9392874224144485,displacement
2025-09-07 00:55:56.397403934,2.5206479941596354,displacement
2025-09-07 01:56:17.954290161,2.6036893158919483,displacement
2025-09-07 02:56:39.511176389,3.2116231221712632,displacement
2025-09-07 03:57:01.068062616,1.9913013829349162,displacement
2025-09-07 04:57:22.624948844,2.3421539316052997,displacement
2025-09-07 05:57:44.181835071,2.234575272484354,displacement
2025-09-07 06:58:05.738721299,2.3691095666734334,displacement
2025-09-07 07:58:27.295607526,2.197264385166737,displacement
2025-09-07 08:58:48.852493754,1.9314306779443595,displacement
2025-09-07 09:59:10.409379982,2.1519148554049488,displacement
2025-09-07 10:59:31.966266209,2.3135522821161096,displacement
2025-09-07 11:59:53.523152437,2.0732062186171336,displacement
2025-09-07 13:00:15.080038664,2.3063365967686487,displacement
2025-09-07 14:00:36.636924892,2.403188652136146,displacement
2025-09-07 15:00:58.193811119,2.579456863259731,displacement
2025-09-07 16:01:19.750697347,2.2579815049547904,displacement
2025-09-07 17:01:41.307583574,2.2674070976139413,displacement
2025-09-07 18:02:02.864469802,2.1139659292250923,displacement
2025-09-07 19:02:24.421356029,2.6381898327914284,displacement
2025-09-07 20:02:45.978242257,2.045066091519824,displacement
2025-09-07 21:03:07.535128485,2.056909720635401,displacement
2025-09-07 22:03:29.092014712,2.5928306268598855,displacement
2025-09-07 23:03:50.648900940,2.2160616019301558,displacement
2025-09-08 00:04:12.205787167,2.193689461443133,displacement
2025-09-08 01:04:33.762673395,2.34901544411274,displacement
2025-09-08 02:04:55.319559622,1.9422547937542132,displacement
2025-09-08 03:05:16.876445850,4.33853438269708,displacement
2025-09-08 04:05:38.433332077,4.34278859144449,displacement
2025-09-08 05:05:59.990218305,5.302962255342363,displacement
2025-09-08 06:06:21.547104532,4.027285505412925,displacement
2025-09-08 07:06:43.103990760,4.492714511363522,displacement
2025-09-08 08:07:04.660876988,4.8837362113511045,displacement
2025-09-08 09:07:26.217763215,4.257474390606692,displacement
2025-09-08 10:07:47.774649443,4.6730395035808385,displacement
2025-09-08 11:08:09.331535670,4.075915114599723,displacement
2025-09-08 12:08:30.888421898,4.088099421568728,displacement
2025-09-08 13:08:52.445308125,4.301364031180034,displacement
2025-09-08 14:09:14.002194353,3.7784816907435315,displacement
2025-09-08 15:09:35.559080580,4.047133344090195,displacement
2025-09-08 16:09:57.115966808,4.410136631616831,displacement
2025-09-08 17:10:18.672853035,4.0755638163605195,displacement
2025-09-08 18:10:40.229739263,4.3012931409974655,displacement
2025-09-08 19:11:01.786625491,4.073818724071393,displacement
2025-09-08 20:11:23.343511718,4.608601274120241,displacement
2025-09-08 21:11:44.900397946,4.124632192076491,displacement
2025-09-08 22:12:06.457284173,4.219328818021729,displacement
2025-09-08 23:12:28.014170401,4.5715833063429265,displacement
2025-09-09 00:12:49.571056628,4.107799951789602,displacement
2025-09-09 01:13:11.127942856,4.465069081850694,displacement
2025-09-09 02:13:32.684829083,4.67764330303056,displacement
2025-09-09 03:13:54.241715311,4.094684934303377,displacement
2025-09-09 04:14:15.798601538,4.588186183338016,displacement
2025-09-09 05:14:37.355487766,4.712797824755227,displacement
2025-09-09 06:14:58.912373994,4.92561169633745,displacement
2025-09-09 07:15:20.469260221,4.677768948577333,displacement
2025-09-09 08:15:42.026146449,4.685176084950189,displacement
2025-09-09 09:16:03.583032676,5.139089582250491,displacement
2025-09-09 10:16:25.139918904,5.074455836689506,displacement
2025-09-09 11:16:46.696805131,5.10242140520295,displacement
2025-09-09 12:17:08.253691359,5.106674235039571,displacement
2025-09-09 13:17:29.810577586,4.90261420944878,displacement
2025-09-09 14:17:51.367463814,5.130258132557996,displacement
2025-09-09 15:18:12.924350041,5.041490745169296,displacement
2025-09-09 16:18:34.481236269,5.026763167569431,displacement
2025-09-09 17:18:56.038122497,5.41797395520121,displacement
2025-09-09 18:19:17.595008724,4.993984457105482,displacement
2025-09-09 19:19:39.151894952,4.75437771534052,displacement
2025-09-09 20:20:00.708781179,5.184157825906016,displacement
2025-09-09 21:20:22.265667407,4.906207083956425,displacement
2025-09-09 22:20:43.822553634,4.559228115609182,displacement
2025-09-09 23:21:05.379439862,5.38468665984628,displacement
2025-09-10 00:21:26.936326089,4.904343526936637,displacement
2025-09-10 01:21:48.493212317,5.280569181575016,displacement
2025-09-10 02:22:10.050098544,5.120479721725673,displacement
2025-09-10 03:22:31.606984772,5.322419938923545,displacement
2025-09-10 04:22:53.163871000,5.548645805760476,displacement
