timestamp,value,sensor_type
2025-09-03 04:22:53.178872000,1.2748040190019594,pore_pressure
2025-09-03 05:23:14.735758227,1.1001861759537954,pore_pressure
2025-09-03 06:23:36.292644455,1.1944103413008713,pore_pressure
2025-09-03 07:23:57.849530682,1.3104699737102932,pore_pressure
2025-09-03 08:24:19.406416910,0.9690689083060429,pore_pressure
2025-09-03 09:24:40.963303137,1.0150208986423381,pore_pressure
2025-09-03 10:25:02.520189365,1.4105978167774176,pore_pressure
2025-09-03 11:25:24.077075592,1.3293680125963405,pore_pressure
2025-09-03 12:25:45.633961820,1.0750931429815154,pore_pressure
2025-09-03 13:26:07.190848047,1.4087377687188545,pore_pressure
2025-09-03 14:26:28.747734275,1.16211895811728,pore_pressure
2025-09-03 15:26:50.304620502,1.4112829171326027,pore_pressure
2025-09-03 16:27:11.861506730,1.5912057381660003,pore_pressure
2025-09-03 17:27:33.418392958,1.0502288192271285,pore_pressure
2025-09-03 18:27:54.975279185,0.9583305249465693,pore_pressure
2025-09-03 19:28:16.532165413,1.2199947528324122,pore_pressure
2025-09-03 20:28:38.089051640,1.093212292898762,pore_pressure
2025-09-03 21:28:59.645937868,1.4215629970189416,pore_pressure
2025-09-03 22:29:21.202824095,1.2225085412961674,pore_pressure
2025-09-03 23:29:42.759710323,1.1192170227097267,pore_pressure
2025-09-04 00:30:04.316596550,1.6215124535293581,pore_pressure
2025-09-04 01:30:25.873482778,1.1489812816097245,pore_pressure
2025-09-04 02:30:47.430369005,1.1849986200887326,pore_pressure
2025-09-04 03:31:08.987255233,0.997547309396333,pore_pressure
2025-09-04 04:31:30.544141461,1.2221046686233892,pore_pressure
2025-09-04 05:31:52.101027688,1.2556120729743843,pore_pressure
2025-09-04 06:32:13.657913916,1.0457470773502826,pore_pressure
2025-09-04 07:32:35.214800143,1.4113520838410307,pore_pressure
2025-09-04 08:32:56.771686371,1.1445559210556189,pore_pressure
2025-09-04 09:33:18.328572598,1.2326119614117488,pore_pressure
2025-09-04 10:33:39.885458826,1.1806803518601083,pore_pressure
2025-09-04 11:34:01.442345053,1.5545525334519978,pore_pressure
2025-09-04 12:34:22.999231281,1.2079017200257003,pore_pressure
2025-09-04 13:34:44.556117508,1.0398960486423494,pore_pressure
2025-09-04 14:35:06.113003736,1.8721135930230997,pore_pressure
2025-09-04 15:35:27.669889964,1.5101970048851392,pore_pressure
2025-09-04 16:35:49.226776191,1.6012535442695492,pore_pressure
2025-09-04 17:36:10.783662419,1.0195934854411488,pore_pressure
2025-09-04 18:36:32.340548646,1.1476465053636442,pore_pressure
2025-09-04 19:36:53.897434874,1.460094254467809,pore_pressure
2025-09-04 20:37:15.454321101,1.582962932352741,pore_pressure
2025-09-04 21:37:37.011207329,1.8257125896165276,pore_pressure
2025-09-04 22:37:58.568093556,1.804636135133842,pore_pressure
2025-09-04 23:38:20.124979784,1.8687391814759347,pore_pressure
2025-09-05 00:38:41.681866011,1.7243033806287913,pore_pressure
2025-09-05 01:39:03.238752239,1.9440127086370782,pore_pressure
2025-09-05 02:39:24.795638467,1.9731367891265394,pore_pressure
2025-09-05 03:39:46.352524694,2.3658433778403487,pore_pressure
2025-09-05 04:40:07.909410922,2.1618163537295825,pore_pressure
2025-09-05 05:40:29.466297149,1.7335991148520513,pore_pressure
2025-09-05 06:40:51.023183377,2.118274315523301,pore_pressure
2025-09-05 07:41:12.580069604,2.820132403937411,pore_pressure
2025-09-05 08:41:34.136955832,2.1796265110274797,pore_pressure
2025-09-05 09:41:55.693842059,2.5995514149842642,pore_pressure
2025-09-05 10:42:17.250728287,2.7165586216120587,pore_pressure
2025-09-05 11:42:38.807614514,2.4966086164834476,pore_pressure
2025-09-05 12:43:00.364500742,2.0532185423996094,pore_pressure
2025-09-05 13:43:21.921386970,2.2230242324412615,pore_pressure
2025-09-05 14:43:43.478273197,2.276882671468479,pore_pressure
2025-09-05 15:44:05.035159425,2.2528255910359847,pore_pressure
2025-09-05 16:44:26.592045652,1.8452897585376515,pore_pressure
2025-09-05 17:44:48.148931880,1.9285531872629935,pore_pressure
2025-09-05 18:45:09.705818107,1.6312462127726688,pore_pressure
2025-09-05 19:45:31.262704335,1.5995444340330296,pore_pressure
2025-09-05 20:45:52.819590562,1.9765160514526958,pore_pressure
2025-09-05 21:46:14.376476790,2.502338132997817,pore_pressure
2025-09-05 22:46:35.933363017,2.3683180757548166,pore_pressure
2025-09-05 23:46:57.490249245,2.5963369245555876,pore_pressure
2025-09-06 00:47:19.047135473,2.2264897849367853,pore_pressure
2025-09-06 01:47:40.604021700,2.0152054523207683,pore_pressure
2025-09-06 02:48:02.160907928,2.5248234751883922,pore_pressure
2025-09-06 03:48:23.717794155,2.7952342001477617,pore_pressure
2025-09-06 04:48:45.274680383,2.3596927690823555,pore_pressure
2025-09-06 05:49:06.831566610,2.6330208750971162,pore_pressure
2025-09-06 06:49:28.388452838,2.4769133965316095,pore_pressure
2025-09-06 07:49:49.945339065,3.1591137322603906,pore_pressure
2025-09-06 08:50:11.502225293,1.9343914998487755,pore_pressure
2025-09-06 09:50:33.059111520,2.5799652001493243,pore_pressure
2025-09-06 10:50:54.615997748,2.5324775689466783,pore_pressure
2025-09-06 11:51:16.172883976,1.9738897781560272,pore_pressure
2025-09-06 12:51:37.729770203,2.426896132432024,pore_pressure
2025-09-06 13:51:59.286656431,2.5059331637389852,pore_pressure
2025-09-06 14:52:20.843542658,2.527977856488747,pore_pressure
2025-09-06 15:52:42.400428886,2.146181865931019,pore_pressure
2025-09-06 16:53:03.957315113,2.22883952320047,pore_pressure
2025-09-06 17:53:25.514201341,2.3260845635142293,pore_pressure
2025-09-06 18:53:47.071087568,2.3957652098251185,pore_pressure
2025-09-06 19:54:08.627973796,2.175019649108234,pore_pressure
2025-09-06 20:54:30.184860023,2.0829283235205347,pore_pressure
2025-09-06 21:54:51.741746251,2.1366172932699112,pore_pressure
2025-09-06 22:55:13.298632479,2.0728622762487308,pore_pressure
2025-09-06 23:55:34.855518706,2.308441583250928,pore_pressure
2025-09-07 00:55:56.412404934,1.8737050083009552,pore_pressure
2025-09-07 01:56:17.969291161,1.9421810293798738,pore_pressure
2025-09-07 02:56:39.526177389,2.5011739052558477,pore_pressure
2025-09-07 03:57:01.083063616,1.2723302822842693,pore_pressure
2025-09-07 04:57:22.639949844,1.6154719116788645,pore_pressure
2025-09-07 05:57:44.196836071,1.5009161242697304,pore_pressure
2025-09-07 06:58:05.753722299,1.5691095666734332,pore_pressure
2025-09-07 07:58:27.310608526,1.3972643851667363,pore_pressure
2025-09-07 08:58:48.867494754,1.1314306779443595,pore_pressure
2025-09-07 09:59:10.424380982,1.3519148554049487,pore_pressure
2025-09-07 10:59:31.981267209,1.5135522821161098,pore_pressure
2025-09-07 11:59:53.538153437,1.2732062186171331,pore_pressure
2025-09-07 13:00:15.095039664,1.5063365967686484,pore_pressure
2025-09-07 14:00:36.651925892,1.603188652136146,pore_pressure
2025-09-07 15:00:58.208812119,1.7794568632597305,pore_pressure
2025-09-07 16:01:19.765698347,1.4579815049547904,pore_pressure
2025-09-07 17:01:41.322584574,1.4674070976139413,pore_pressure
2025-09-07 18:02:02.879470802,1.313965929225092,pore_pressure
2025-09-07 19:02:24.436357029,1.8381898327914286,pore_pressure
2025-09-07 20:02:45.993243257,1.2450660915198242,pore_pressure
2025-09-07 21:03:07.550129485,1.256909720635401,pore_pressure
2025-09-07 22:03:29.107015712,1.792830626859886,pore_pressure
2025-09-07 23:03:50.663901940,1.416061601930156,pore_pressure
2025-09-08 00:04:12.220788167,1.393689461443133,pore_pressure
2025-09-08 01:04:33.777674395,1.5490154441127402,pore_pressure
2025-09-08 02:04:55.334560622,1.142254793754213,pore_pressure
2025-09-08 03:05:16.891446850,2.1524702727042717,pore_pressure
2025-09-08 04:05:38.448333077,2.105054281410854,pore_pressure
2025-09-08 05:06:00.005219305,3.018474814914383,pore_pressure
2025-09-08 06:06:21.562105532,1.7004940831938289,pore_pressure
2025-09-08 07:06:43.118991760,2.127644863487911,pore_pressure
2025-09-08 08:07:04.675877988,2.4840309926054562,pore_pressure
